"category","headline","authors","link","short_description","date"
"STYLE & BEAUTY","A Conversation With Fashion Designer and Style Icon Rachel Roy","Blue Carreon, Contributor\nFashion writer","https://www.huffingtonpost.com/entry/a-conversation-with-fashi_us_5b9b4edfe4b03a1dcc7686ec","Before her fall 2012 presentation on Monday, Feb. 13, fashion designer -- and muse and style icon to many -- Rachel Roy talks about Deepak Chopra and spirituality, taking charge of her future, and sleeping naked.","2012-02-10"
"WELLNESS","FDA Issues Plan To Avoid Heparin Contamination","Reuters, Reuters","https://www.huffingtonpost.com/entry/heparin-contamination-fda-plan_us_5b9b4edfe4b03a1dcc7686ff","""We're making sure we have systems in place to prevent that particular problem,"" FDA Commissioner Margaret Hamburg told members","2012-02-10"
"FOOD & DRINK","9 Secrets To Perfect Chocolate-Covered Strawberries","CafeMom, Contributor\nCafeMom is the meting place for moms","https://www.huffingtonpost.com/entry/chocolate-covered-strawberries_us_5b9b4edfe4b03a1dcc76871a","Nothing says Valentine's Day like chocolate-covered strawberries! Those red, heart-shaped fruits, that melted chocolate, together in one sweet, scrumptious bite.","2012-02-10"
"STYLE & BEAUTY","Day One Of New York Fashion Week","Melissa Liebling-Goldberg, Contributor\nEditorial Director, Women's, Gilt Groupe","https://www.huffingtonpost.com/entry/day-one-of-new-york-fashi_us_5b9b4f08e4b03a1dcc768830","Spring 2012 is all about colorblocking, and by the looks of some of the beginning shows of Fall 2012, next season will be as well. Almost every look at BCBG Max Azria involved an element of colorblock, and even the wide stripes at Richard Chai love seemed large enough to lump them in.","2012-02-10"
"HOME & LIVING","Williams Sonoma Thief David Muscat Stole $200K From Garden City Store","Dickson Wong","https://www.huffingtonpost.com/entry/williams-sonoma-thief-david-muscat-stole-200k_us_5b9b4f08e4b03a1dcc768836","Muscat has been caught and is facing charges. But all that is quite the elaborate operation, if you ask us. And we're still","2012-02-10"
"PARENTING","Tara Schamel And Cassie Ripp, Both Surrogates Carrying Babies For Sister, Tanya Ratcliff (VIDEO)","Jessica Samakow","https://www.huffingtonpost.com/entry/sister-surrogates_us_5b9b4f09e4b03a1dcc768846","It worked. Tara became pregnant in just two weeks, and Cassie on her third attempt. Dan called the sisters' loyalty and selflessness","2012-02-10"
"STYLE & BEAUTY","Lana Del Rey Says Her Lips Are Real (PHOTOS)","Jessica Misener","https://www.huffingtonpost.com/entry/lana-del-rey-lips-real_us_5b9b4f11e4b03a1dcc768885","Click over to T magazine to see the Terry Richardson-directed photo shoot and read the full interview with Lana, including","2012-02-10"
"WELLNESS","Mobilyze! Smartphone App Could Help People With Depression","Amanda L. Chan","https://www.huffingtonpost.com/entry/mobilyze-smartphone-app-depression_us_5b9b4f11e4b03a1dcc76888d","So researchers at Northwestern University hope to get smart phones to help. They’re developing an app that could monitor","2012-02-10"
"WELLNESS","Why Can't Dieters Eat Mindfully?","Judith S. Beck, PhD, Contributor\nWorld Expert in CBT and President of Beck Institute for Cognit...","https://www.huffingtonpost.com/entry/mindful-eating_us_5b9b4b4ce4b03a1dcc766d10","Mindful eating is a skill, much like learning to ride a bike or operate a new electronic device. It takes proper instruction and practice. And while it may be more difficult at first, it gets easier and easier until it becomes automatic.","2012-02-10"
"WELLNESS","Are Juice Cleanses Safe?","","https://www.huffingtonpost.com/entry/are-juice-cleanses-safe_us_5b9b4d64e4b03a1dcc767605","Losing weight doesn't mean succumbing to a liquid diet. Regular exercise and eating well are habits that are easier to stick","2012-02-10"
"PARENTING","Valentine's Day Baby Names","Linda Rosenkrantz, Contributor\nCreator, Nameberry.com","https://www.huffingtonpost.com/entry/valentines-day-baby-names_us_5b9b4d63e4b03a1dcc7675d1","A baby born around Valentine's Day automatically gets an extra measure of love, which can also be boosted by choosing an apropos name.","2012-02-10"
"STYLE & BEAUTY","Julianne Moore In Roberto Cavalli: Look Of The Day (PHOTOS)","Brooke Bobb","https://www.huffingtonpost.com/entry/julianne-moore-roberto-cavalli_us_5b9b4e58e4b03a1dcc7681a4","Getty Images WHO: Star of the upcoming film 'Being Flynn,' Julianne Moore. Meanwhile, remember when Moore chopped her hair","2012-02-10"
"STYLE & BEAUTY","Fashion Week's Best Model Falls (VIDEO)","Brooke Bobb","https://www.huffingtonpost.com/entry/models-falling_us_5b9b4e58e4b03a1dcc7681b8","When Christie Brinkley, Minka Kelly and Rose McGowan stumbled at Wednesday's Heart Truth Red Dress Show, then two other models","2012-02-10"
"WELLNESS","GIVEAWAY: Share Your Sleep Gripe And Win A LARK Un-Alarm Clock","","https://www.huffingtonpost.com/entry/sleep-lark-giveaway_us_5b9b4e4be4b03a1dcc76816a","The winners will be notified by email or Twitter. Good luck! He snores! She hogs the covers! He keeps the TV on all night","2012-02-10"
"DIVORCE","Mimi Alford, JFK Affair: Six Other Alleged Mistresses","","https://www.huffingtonpost.com/entry/jfk-intern-mimi-alford-br_us_5b9b4e3ee4b03a1dcc768113","Mimi Alford, the former White House intern who recently wrote a book claiming she had an affair with President John F. Kennedy","2012-02-10"
"DIVORCE","A Celebrity Divorce Outbreak?","Robert Wallack, Esq., Contributor\nCelebrity divorce lawyer","https://www.huffingtonpost.com/entry/a-celebrity-divorce-outbr_us_5b9b4f6ae4b03a1dcc768a89","When you put two outsize egos together in one marriage, the combination can be combustible.","2012-02-10"
"STYLE & BEAUTY","The Best Fashion Week Happenings","Scott Lipps, Contributor\nFounder and President of One Model Management","https://www.huffingtonpost.com/entry/the-best-fashion-week-hap_us_5b9b4f6ae4b03a1dcc768abf","Fashion week for me is the busiest week of the year and it's a whirlwind of bookings, fashion shows, events and non stop craziness. First up last night, was MILK STUDIOS and the Wu Tang Clan.","2012-02-10"
"PARENTING","Parenting Lessons From Your Dog","David Code, Contributor\nTravel Writer & Author","https://www.huffingtonpost.com/entry/strict-parenting_us_5b9b4f68e4b03a1dcc768a83","Humans have forgotten we are animals, and children are like dogs--either you train them or they train you. We could learn more about parenting by watching The Dog Whisperer than by reading parenting books.","2012-02-10"
"STYLE & BEAUTY","New York Fashion Week: Jason Wu Fall 2012 (PHOTOS)","Sarah St. Lifer","https://www.huffingtonpost.com/entry/jason-wu-fall-2012_us_5b9b4f9be4b03a1dcc768afb","Who Was There: Shailene Woodley, Emily VanCamp, Coco Rocha The Skinny: Opulent red doors and smoke welcomed fierce Chinese","2012-02-10"
"WEDDINGS","In Defense Of Getting Married","","https://www.huffingtonpost.comhttp://www.bostonglobe.com/magazine/2012/02/10/defense-getting-married/PXLBJOSb8t1N9Ds10SUsaK/story.html","I graduated from college having just reconnected with my first love, a sweet, talented guy I could never quite figure out","2012-02-10"
"WEDDINGS","Wedding Was Dying Bride's Final Wish","","https://www.huffingtonpost.comhttp://www.jarrowandhebburngazette.com/news/local-news/wedding_was_dying_bride_s_final_wish_1_4236880","A TRAGIC bride fulfilled her dying wish to marry her sweetheart just three days before she died. Rachel Sanderson, from East","2012-02-10"
"WEDDINGS","College Football Schedules Holding Up Wedding Plans","","https://www.huffingtonpost.comhttp://www.nytimes.com/2012/02/11/sports/ncaafootball/college-football-holding-up-wedding-plans.html?_r=2&emc=eta1","There are any number of reasons to get nervous about planning a wedding, but the realignment of college football conferences","2012-02-10"
"PARENTING","Family Film Guide: Do Your Kids Love 'The Phantom Menace'?","Sandie Chen","https://www.huffingtonpost.com/entry/phantom-menace-3d-kid-reviews_us_5b9b4fe9e4b03a1dcc768d6e","Repeat Fans ""We watch them over and over...and I actually like how the new Trilogy makes the older ones even better and make","2012-02-10"
"PARENTING","Michelle Obama And Mentors: A Family Dinner Table Talk","Sarah H. Lee","https://www.huffingtonpost.com/entry/michelle-obama-mentor-program_us_5b9b4fece4b03a1dcc768da5","We couldn't agree more. So HuffPost has joined with Laurie and every Friday afternoon, just in time for dinner, our editors","2012-02-10"
"FOOD & DRINK","A Valentine's Day Dinner Plan: Somewhere Beyond The Sea","Food52, Contributor\nfood52.com","https://www.huffingtonpost.com/entry/valentines-day-dinner_us_5b9b4d6ee4b03a1dcc7676c3","There's no need to trek out to an expensive restaurant this Valentine's Day; we've got a fool-proof menu for a romantic meal to make at home.","2012-02-10"
"TRAVEL","My Carbon Neutral Sunday Drive","Lee Negroni, Contributor\nLaw prof, author, global adventure-seeker, emerging outdoorswo...","https://www.huffingtonpost.com/entry/my-carbon-neutral-sunday_us_5b9b4d6fe4b03a1dcc7676da","In a country of $7-a-gallon fuel and high taxes, electric cars are making inroads -- and I wanted to take one for a test drive.","2012-02-10"
"TRAVEL","Finding Little Italy In Bangkok (PHOTOS)","Jenna Scatena, Contributor\nJenna Scatena is a magazine journalist, writer and editor.","https://www.huffingtonpost.com/entry/finding-little-italy-in-bangkok_us_5b9b4d71e4b03a1dcc767787","During a recent stay in Bangkok, around week five of my travels, I felt summoned elsewhere. I needed some good, traditional Italian food.","2012-02-10"
"TRAVEL","Did I Leave Syria With Blood On My Hands?","Alice Carey, Contributor\nI am a writer and Advanced Style model","https://www.huffingtonpost.com/entry/syrian-blood-on-my-hands_us_5b9b4d73e4b03a1dcc7677f7","Al-Assad's happy, smiling face stared out from billboards everywhere. In Damascus, with its fierce devotion to the Blessed Mother, he was sometimes pictured alongside her.","2012-02-10"
"WELLNESS","Nutrition in a Second-Rate Hen House","David L. Katz, M.D., M.P.H., Contributor\nFounder, True Health Initiative","https://www.huffingtonpost.com/entry/walmart-nutrition_us_5b9b4e9be4b03a1dcc76855a","This week, Wal-Mart announced the release of its home-grown, front-of-pack nutrition guidance system. Can we possibly be that gullible? If so, we probably all deserve to be eating whatever the big companies selling food tell us we should.","2012-02-10"
"STYLE & BEAUTY","Janice Dickinson Steps Out In Sheer Shirt (PHOTO, POLL)","","https://www.huffingtonpost.com/entry/janice-dickinson-wardrobe-malfunction_us_5b9b4e9ce4b03a1dcc768564","Just kidding: this is classic Janice. The supermodel stepped out for dinner in Los Angeles last night wearing a furry vest","2012-02-10"
"PARENTING","Father Shoots Daughter's Laptop: Now What?","Lisa Belkin, Contributor\nSenior Columnist, The Huffington Post","https://www.huffingtonpost.com/entry/father-shoots-laptop_us_5b9b4e9ce4b03a1dcc7685a0","You read the letter to the entire world, informed Hannah that she was an ungrateful brat, announced that she was grounded for what sounds like the rest of her life -- and then emptied a round of bullets into her laptop. So, what exactly was the lesson that you taught here?","2012-02-10"
"STYLE & BEAUTY","Sheryl Crow's Style Evolution (PHOTOS)","Sarah St. Lifer","https://www.huffingtonpost.com/entry/sheryl-crow-style-evolution_us_5b9b4ec2e4b03a1dcc7685ff","Sheryl Crow's style philosophy must be, ""if you got it, flaunt it"" because the singer-songwriter (who turns 50-years-old","2012-02-10"
"STYLE & BEAUTY","Sports Illustrated Swimsuit Issue Cover 2012: Will Kate Upton Grace The Front? (PHOTOS)","Jessica Misener","https://www.huffingtonpost.com/entry/sports-illustrated-swimsuit-cover-2012_us_5b9b4e97e4b03a1dcc7684b9","Scroll down for more photos. This year's cover will be unveiled on Feb. 13 on the David Letterman show, and will be available","2012-02-10"
"STYLE & BEAUTY","New York Fashion Week: Gary Graham Fall 2012 FashGif","Sarah Leon","https://www.huffingtonpost.com/entry/gary-graham-fall-2012_us_5b9b4e97e4b03a1dcc7684e5","This week, FashGif takes on a dress from Gary Graham's fall 2012 collection. Don't you wish these sleeves were a reality","2012-02-10"
"TRAVEL","Delta Employees Make Video Of Airport Flash Mobs (VIDEO)","","https://www.huffingtonpost.com/entry/delta-employees-make-video-of-airport-flash-mobs_us_5b9b4e97e4b03a1dcc7684ef","WATCH below: Everyone comes together on screen for the big ending, cheer, and fin. Cue Chris Brown. Yes, to the sounds of","2012-02-10"
"STYLE & BEAUTY","Brand Expansion Is the Way to Retail Recovery","Lacroix M. Scott, Contributor\nBeauty and fashion blogger","https://www.huffingtonpost.com/entry/brand-expansion-is-the-wa_us_5b9b4ec3e4b03a1dcc768657","A recession economy needn't be the demise of fashion brands, as there are certainly more\nthan enough opportunities to get back to black with the brand value intact.","2012-02-10"
"STYLE & BEAUTY","Chloë Moretz's Style Evolution (PHOTOS)","Jada Wong","https://www.huffingtonpost.com/entry/chloe-moretz-style-evolution-photos_us_5b9b4edde4b03a1dcc7686a9","Check out more of Moretz’s style as she turns 15 this Friday, and see which designer gifted the star a classic luxury bag","2012-02-10"
"STYLE & BEAUTY","Ellie Kemper Makeup Malfunction: Too Much Powder! (PHOTOS)","","https://www.huffingtonpost.com/entry/ellie-kemper-makeup_us_5b9b4ec7e4b03a1dcc768684","We just spotted these pics of ""Bridesmaids"" star Ellie Kemper arriving at the Late Show on Wednesday in New York, and seeing","2012-02-10"
